0	00	0.0
0	30	0.0
1	00	0.0
1	30	0.0
2	00	0.0
2	30	0.0
3	00	0.0
3	30	0.0
4	00	0.0
4	30	2.6165511386946534
5	00	6.689013110638676
5	30	10.084624180385644
6	00	38.43059484957772
6	30	63.006188009886884
7	00	83.1300101356114
7	30	104.91188984054344
8	00	125.26284314150186
8	30	143.36519780764456
9	00	165.7376185681848
9	30	177.50301344530138
10	00	170.66636507076066
10	30	206.462238287625
11	00	217.81879704932055
11	30	226.22265053297525
12	00	227.58543758437872
12	30	223.2699452549344
13	00	220.77150232736142
13	30	214.8660917712797
14	00	206.0079759371572
14	30	192.60723659835645
15	00	171.23419300884544
15	30	147.8851081947994
16	00	122.44641656860138
16	30	38.15803743929703
17	00	30.867126714288492
17	30	29.890462660782674
18	00	35.90943880448131
18	30	19.692272892780075
19	00	7.97684687421495
19	30	5.769131850941337
20	00	0.07063779549774629
20	30	0.0
21	00	0.0
21	30	0.0
22	00	0.0
22	30	0.0
23	00	0.0
23	30	0.0
