0	00	0.0
0	30	0.0
1	00	0.0
1	30	0.0
2	00	0.0
2	30	0.0
3	00	0.0
3	30	0.0
4	00	0.0
4	30	13.465444273839015
5	00	37.83137997193113
5	30	41.53397455223068
6	00	156.11448407131405
6	30	84.36849650002058
7	00	324.74142462410714
7	30	424.1062052500798
8	00	485.86797597427574
8	30	693.8303230962478
9	00	830.1175250706548
9	30	991.1112040826748
10	00	1184.569903446414
10	30	1387.4633403891617
11	00	1578.3043993372385
11	30	1721.1045130271523
12	00	1691.505964954129
12	30	1625.782451973542
13	00	1430.6785617812488
13	30	1194.6765999575862
14	00	1154.5823475554103
14	30	1003.2558572611764
15	00	827.2097491193068
15	30	687.8691948208118
16	00	559.2729109772048
16	30	92.48149993627365
17	00	66.01406613124952
17	30	59.10729060924513
18	00	135.45072998735958
18	30	25.23259429781132
19	00	17.992311033589882
19	30	10.299199370107072
20	00	0.0
20	30	0.0
21	00	0.0
21	30	0.0
22	00	0.0
22	30	0.0
23	00	0.0
23	30	0.0
