0	00	0.0
0	30	0.0
1	00	0.0
1	30	0.0
2	00	0.0
2	30	0.0
3	00	0.0
3	30	0.0
4	00	0.0
4	30	0.0
5	00	0.0
5	30	0.0
6	00	0.3
6	30	5.0
7	00	13.1
7	30	16.4
8	00	42.4
8	30	50.2
9	00	108.0
9	30	139.0
10	00	143.6
10	30	181.4
11	00	221.7
11	30	241.5
12	00	260.3
12	30	277.6
13	00	289.6
13	30	292.6
14	00	299.5
14	30	282.7
15	00	273.7
15	30	264.5
16	00	265.1
16	30	243.3
17	00	227.3
17	30	211.9
18	00	185.8
18	30	79.2
19	00	24.6
19	30	22.6
20	00	35.2
20	30	14.4
21	00	7.6
21	30	4.0
22	00	0.3
22	30	0.0
23	00	0.0
23	30	0.0
