0	00	0.0
0	30	0.0
1	00	0.0
1	30	0.0
2	00	0.0
2	30	0.0
3	00	0.0
3	30	0.0
4	00	0.0
4	30	12.074267995936772
5	00	35.280189680382556
5	30	60.944793128965685
6	00	113.97492583087512
6	30	181.36934352733354
7	00	264.55781852180786
7	30	358.74632537714837
8	00	464.84718762785957
8	30	587.2872747935658
9	00	728.2257731897848
9	30	892.5417311052973
10	00	1063.8618201976558
10	30	1268.1950507682068
11	00	1451.9289404397855
11	30	1574.6712465239295
12	00	1608.0984504943228
12	30	1551.5417422174191
13	00	1417.2178805766164
13	30	1211.07526776315
14	00	1057.6205882889237
14	30	905.936846967552
15	00	764.9208625910496
15	30	635.4453073942857
16	00	503.6684209133435
16	30	210.03477195432913
17	00	120.2335412436559
17	30	90.72534544656267
18	00	135.3068053510639
18	30	45.5954276196241
19	00	27.21704241331309
19	30	9.078460417868484
20	00	0.0
20	30	0.0
21	00	0.0
21	30	0.0
22	00	0.0
22	30	0.0
23	00	0.0
23	30	0.0
