0	00	0.0
0	30	0.0
1	00	0.0
1	30	0.0
2	00	0.0
2	30	0.0
3	00	0.0
3	30	0.0
4	00	6.358526847773276
4	30	7.284853893668969
5	00	14.218411569642823
5	30	23.004602531607944
6	00	42.06847917290753
6	30	60.18219039781193
7	00	79.82146601637076
7	30	99.19575526382336
8	00	117.86215234846361
8	30	136.40741280631244
9	00	153.88137122097464
9	30	168.07328415350685
10	00	182.117561822137
10	30	193.21291973231357
11	00	198.62621274205512
11	30	200.97323488613884
12	00	204.1530713394136
12	30	201.65462841184058
13	00	192.68294699010107
13	30	183.62041309826805
14	00	175.8941676207278
14	30	164.01899267558153
15	00	149.39174499051765
15	30	130.38086562343935
16	00	100.24434418948658
16	30	31.802150052334763
17	00	29.137144262923538
17	30	26.714411727095154
18	00	24.39729518775054
18	30	9.862414180615135
19	00	11.56847048494546
19	30	2.7816666666666667
20	00	0.0
20	30	0.0
21	00	0.0
21	30	0.0
22	00	0.0
22	30	0.0
23	00	0.0
23	30	0.24733333333333332
