0	00	0.0
0	30	0.0
1	00	0.0
1	30	0.0
2	00	0.0
2	30	0.0
3	00	0.0
3	30	0.0
4	00	0.0
4	30	134.40443131642073
5	00	212.15949348961206
5	30	244.82200417032928
6	00	337.0754767203068
6	30	417.0387379999555
7	00	489.2234311920173
7	30	545.3891260972601
8	00	589.5445195628051
8	30	627.5030144380778
9	00	660.0864678242142
9	30	690.4319214770368
10	00	707.6991596448679
10	30	735.2359241526102
11	00	752.0102767859111
11	30	759.3676509332606
12	00	764.1266616268061
12	30	771.6883422345462
13	00	775.2275092411205
13	30	752.4952659389784
14	00	760.0668300626038
14	30	760.4137200197044
15	00	754.6735755998878
15	30	741.4833516323581
16	00	700.8349552867381
16	30	352.73504967027975
17	00	248.14799002639248
17	30	236.50018593185993
18	00	465.03876395664616
18	30	222.11585370308418
19	00	216.26684947033124
19	30	171.39158595630985
20	00	0.0
20	30	0.0
21	00	0.0
21	30	0.0
22	00	0.0
22	30	0.0
23	00	0.0
23	30	0.0
