0	00	0.0
0	30	0.0
1	00	0.0
1	30	0.0
2	00	0.0
2	30	0.0
3	00	0.0
3	30	0.0
4	00	3.844244291331151
4	30	25.098786545029526
5	00	38.95572117902534
5	30	52.18679063051716
6	00	172.51550330733718
6	30	164.4870169255309
7	00	154.16158405611412
7	30	105.40153795341223
8	00	113.36172163219969
8	30	124.07158882033862
9	00	399.33893566370006
9	30	645.7601398040041
10	00	723.7926005205203
10	30	764.4208012472263
11	00	776.7248826817835
11	30	770.9120749291866
12	00	784.2957449757938
12	30	775.6068665444864
13	00	794.8751299052929
13	30	693.3872105610909
14	00	825.7443466989656
14	30	805.1831917182961
15	00	744.7939926057124
15	30	695.286678445974
16	00	614.8605132391035
16	30	225.5817647858971
17	00	230.75540071572604
17	30	319.446531096846
18	00	363.29734878862934
18	30	317.5430771141966
19	00	147.49979283079554
19	30	0.0
20	00	0.0
20	30	0.0
21	00	0.0
21	30	0.0
22	00	0.0
22	30	0.0
23	00	0.0
23	30	0.0
