0	00	0.0
0	30	0.0
1	00	0.0
1	30	0.0
2	00	0.0
2	30	0.0
3	00	0.0
3	30	0.0
4	00	1.9960449537012772
4	30	4.188298871313317
5	00	10.426835151071403
5	30	20.242308888804864
6	00	48.93919722373334
6	30	67.90086483617766
7	00	86.20006652085642
7	30	106.95228489806141
8	00	126.13729816615243
8	30	144.3418618611504
9	00	162.31172334173996
9	30	179.11943030904936
10	00	192.79651257771806
10	30	203.66095379307345
11	00	211.98909688498352
11	30	216.0017476474493
12	00	213.16260795702541
12	30	206.65151426698662
13	00	199.42117185537379
13	30	192.56938140248414
14	00	182.7005318385707
14	30	168.53890306273635
15	00	153.3665405571111
15	30	135.17333342087485
16	00	97.35977826401592
16	30	29.114431145400147
17	00	24.95035959944511
17	30	25.39705091073847
18	00	22.97810389449732
18	30	11.55227012435543
19	00	19.134059894972037
19	30	6.249
20	00	0.0
20	30	0.0
21	00	0.0
21	30	0.0
22	00	0.0
22	30	0.0
23	00	0.0
23	30	0.0
