0	00	0.0
0	30	0.0
1	00	0.0
1	30	0.0
2	00	0.0
2	30	0.0
3	00	0.0
3	30	0.0
4	00	0.0
4	30	3.9407258903083546
5	00	10.96362182854088
5	30	11.838076853191437
6	00	43.42748070472376
6	30	22.71311752339109
7	00	83.83411677883652
7	30	103.95793890456102
8	00	111.9075300377479
8	30	148.54378860297774
9	00	163.4435936983223
9	30	177.7755708555821
10	00	192.38010542312253
10	30	204.1909265352859
11	00	213.27617354464235
11	30	220.09010880165968
12	00	214.18469824557798
12	30	213.95756707034408
13	00	203.05527065911636
13	30	186.47469486704085
14	00	199.19404068013986
14	30	190.56305602125124
15	00	171.52946353664953
15	30	154.10850239620856
16	00	133.91654091791386
16	30	23.417224166616215
17	00	17.4981857400205
17	30	16.246692964481646
18	00	38.271603026913986
18	30	7.270468919237488
19	00	5.249001459655681
19	30	3.0231159423633542
20	00	0.0
20	30	0.0
21	00	0.0
21	30	0.0
22	00	0.0
22	30	0.0
23	00	0.0
23	30	0.0
