0	00	0.0
0	30	0.0
1	00	0.0
1	30	0.0
2	00	0.0
2	30	0.0
3	00	0.0
3	30	0.0
4	00	16.351407719340212
4	30	129.99015762264818
5	00	140.13357934132497
5	30	186.58667785779224
6	00	509.83788003481
6	30	566.9927280879552
7	00	620.4370428128884
7	30	669.6385545925637
8	00	705.075061579095
8	30	738.7111009806312
9	00	771.1303563009578
9	30	774.7387690531259
10	00	791.1057593572842
10	30	820.331280309016
11	00	826.4421259525362
11	30	811.5550253913381
12	00	821.5989809187398
12	30	860.4591950070193
13	00	858.591044737584
13	30	864.3277295144072
14	00	862.7770001288121
14	30	843.154789619652
15	00	772.9318687140714
15	30	796.3239136925478
16	00	640.9128571257194
16	30	224.71041423718302
17	00	283.1598544671888
17	30	381.25023141500634
18	00	404.7303650998001
18	30	257.8475913831011
19	00	98.1930002811978
19	30	0.0
20	00	0.0
20	30	0.0
21	00	0.0
21	30	0.0
22	00	0.0
22	30	0.0
23	00	0.0
23	30	0.0
